BDD0000-C03  OLCS  wait  savenextbutton  id  NA  Yes  1000
BDD0000-D03  OLCS  click  savenextbutton  id  NA  Yes  1000
BDD0000-E03  OLCS  standardKeys  operatorName  id  John  Yes  1000
BDD0000-E04  OLCS  click  /case/list/7/page/1/10  xpathHref  NA  Yes  1000
BDD0000-E05  OLCS  checkContent  body  tagName  Compliance  Yes  1000
BDD0000-E06  OLCS  click  /case/7/28/dashboard  xpathHref  NA  Yes  1000
BDD0000-E07  OLCS  checkContent  body  tagName  OLCS. All rights Reserved  Yes  1000
BDD0000-E08  OLCS  click  15-06-2012  xpathLinkContains  NA  Yes  1000
BDD0000-E09  OLCS  click  25  inputName  NA  Yes  1000
BDD0000-E10  OLCS  checkContent  body  tagName  OLCS. All rights Reserved  Yes  1000
BDD0000-F03  OLCS  click  addConviction  id  NA  Yes  1000
BDD0000-G03  OLCS  click  Please select  xpathLinkContains  NA  Yes  1000
BDD0000-H03  OLCS  wait  Transport Manager  xpathLinkContains  NA  Yes  1000
BDD0000-I03  OLCS  click  Transport Manager  xpathLinkContains  NA  Yes  1000
BDD0000-J03  OLCS  standardKeys  firstName  id  Danny  Yes  1000
BDD0000-K03  OLCS  standardKeys  lastName  id  Fontaine  Yes  1000
BDD0000-L03  OLCS  click  Day  xpathLinkContains  NA  Yes  1000
BDD0000-M03  OLCS  wait  01  xpathLinkContains  NA  Yes  1000
BDD0000-N03  OLCS  click  01  xpathLinkContains  NA  Yes  1000
BDD0000-O03  OLCS  click  Month  xpathLinkContains  NA  Yes  1000
BDD0000-P03  OLCS  wait  January  xpathLinkContains  NA  Yes  1000
BDD0000-Q03  OLCS  click  January  xpathLinkContains  NA  Yes  1000
BDD0000-R03  OLCS  standardKeys  dateOfBirth[year]  id  1975  Yes  1000
BDD0000-S03  OLCS  standardKeys  dateOfConviction[year]  id  2014  Yes  1000
BDD0000-T03  OLCS  click  Please  xpathLinkContains  NA  Yes  1000
BDD0000-U03  OLCS  wait  Yes  xpathLinkContains  NA  Yes  1000
BDD0000-V03  OLCS  click  Yes  xpathLinkContains  NA  Yes  1000
BDD0000-W03  OLCS  click  Please  xpathLinkContains  NA  Yes  1000
BDD0000-X03  OLCS  wait  Yes  xpathLinkContains  NA  Yes  1000
BDD0000-Y03  OLCS  click  Yes  xpathLinkContains  NA  Yes  1000
BDD0000-Z03  OLCS  click  Transport Manager  xpathLinkContains  NA  Yes  1000
BDD0000-A04  OLCS  click  PSV  xpathLabelContains  NA  Yes  1000
BDD0000-B04  OLCS  click  Standard National  xpathLabelContains  NA  Yes  1000
BDD0000-C04  OLCS  checkContent  body  tagName  Entity type  Yes  1000
BDD0000-D04  OLCS  wait  entityTypes  id  NA  Yes  1000
BDD0000-F04  OLCS  click  Select type  xpathLinkContains  NA  Yes  1000
BDD0000-G04  OLCS  wait  Registered Company  xpathLinkContains  NA  Yes  1000
BDD0000-H04  OLCS  click  Registered Company  xpathLinkContains  NA  Yes  1000
BDD0000-I04  OLCS  wait  trafficAreaType  id  NA  Yes  1000
BDD0000-J04  OLCS  click  Select  partialLinkText  NA  Yes  1000
BDD0000-K04  OLCS  wait  West Midlands  xpathLinkContains  NA  Yes  1000
BDD0000-L04  OLCS  click  West Midlands  xpathLinkContains  NA  Yes  1000
BDD0000-M04  OLCS  click  submitbutton  id  NA  Yes  1000
BDD0000-N04  OLCS  standardKeys  mainOperatorName  id  John  Yes  1000
BDD0000-O04  OLCS  wait  searchOperatorButton  id  NA  Yes  1000
BDD0000-P04  OLCS  click  searchOperatorButton  id  NA  Yes  1000
BDD0000-Q04  OLCS  click  John Smith  xpathLinkContains  NA  Yes  1000
BDD0000-R04  OLCS  standardKeys  licenceNumber  id  OB1234567  Yes  1000
BDD0000-S04  OLCS  click  /case/edit/7/28/case_dashboard  xpathHref  NA  Yes  1000
BDD0000-T04  OLCS  click  Licensing application  xpathLinkContains  NA  Yes  1000
BDD0000-U04  OLCS  wait  Objection  xpathLinkContains  NA  Yes  1000
BDD0000-V04  OLCS  click  Objection  xpathLinkContains  NA  Yes  1000
BDD0000-W04  OLCS  checkContent  body  tagName  ECMS  Yes  1000
BDD0000-X04  OLCS  standardKeys  description  id  OLCS-217  Yes  1000
BDD0000-Y04  OLCS  standardKeys  ecms  id  E246810  Yes  1000
BDD0000-Z04  OLCS  click  popupCancelButton  id  NA  Yes  1000
BDD0000-A05  OLCS  click  /notes/7/28/case/page/1  xpathHref  NA  Yes  1000
BDD0000-B05  OLCS  url  NA  NA  http://volcs-olcsselfserve.olcsdv-ap01.olcs.npm  Yes  1000
BDD0000-C05  OLCS  hover  Type of licence  linkText  NA  Yes  5000
BDD0000-D05  OLCS  wait  Select type  linkText  NA  Yes  1000
BDD0000-J05  OLCS  click  Select type  linkText  NA  Yes  1000
BDD0000-E15  OLCS  wait  popupSaveConvictionButton  id  NA  Yes  1000
BDD0000-E16  OLCS  click  popupSaveConvictionButton  id  NA  Yes  1000
